'Elapsed time','V5','MLII'
42.397,-0.005,0.140
42.400,0.000,0.145
42.403,-0.010,0.135
42.406,-0.020,0.125
42.408,-0.035,0.125
42.411,-0.035,0.145
42.414,-0.020,0.145
42.417,-0.025,0.135
42.419,-0.050,0.120
42.422,-0.080,0.095
42.425,-0.095,0.110
42.428,-0.095,0.105
42.431,-0.075,0.110
42.433,-0.090,0.095
42.436,-0.105,0.070
42.439,-0.130,0.050
42.442,-0.135,0.050
42.444,-0.130,0.045
42.447,-0.130,0.065
42.450,-0.130,0.055
42.453,-0.145,0.030
42.456,-0.165,0.015
42.458,-0.170,0.010
42.461,-0.165,0.030
42.464,-0.165,0.035
42.467,-0.150,0.015
42.469,-0.165,0.015
42.472,-0.180,0.000
42.475,-0.190,0.000
42.478,-0.190,0.015
42.481,-0.180,0.025
42.483,-0.175,0.000
42.486,-0.185,0.005
42.489,-0.190,-0.010
42.492,-0.195,0.000
42.494,-0.190,0.000
42.497,-0.180,0.020
42.500,-0.180,0.010
42.503,-0.195,-0.005
42.506,-0.205,0.000
42.508,-0.225,-0.005
42.511,-0.195,0.000
42.514,-0.185,0.020
42.517,-0.190,0.005
42.519,-0.190,-0.015
42.522,-0.200,-0.030
42.525,-0.215,-0.025
42.528,-0.190,0.000
42.531,-0.195,0.000
42.533,-0.180,-0.005
42.536,-0.200,-0.015
42.539,-0.200,-0.035
42.542,-0.210,-0.025
42.544,-0.190,-0.020
42.547,-0.180,-0.010
42.550,-0.190,-0.005
42.553,-0.200,-0.025
42.556,-0.200,-0.035
42.558,-0.205,-0.025
42.561,-0.205,-0.010
42.564,-0.200,-0.005
42.567,-0.185,-0.010
42.569,-0.190,-0.040
42.572,-0.205,-0.045
42.575,-0.215,-0.035
42.578,-0.200,-0.015
42.581,-0.185,-0.010
42.583,-0.185,-0.015
42.586,-0.190,-0.035
42.589,-0.205,-0.030
42.592,-0.220,-0.025
42.594,-0.205,-0.015
42.597,-0.190,-0.010
42.600,-0.190,-0.015
42.603,-0.190,-0.025
42.606,-0.200,-0.035
42.608,-0.200,-0.025
42.611,-0.190,-0.010
42.614,-0.175,0.000
42.617,-0.195,-0.005
42.619,-0.195,-0.025
42.622,-0.205,-0.030
42.625,-0.210,-0.010
42.628,-0.195,-0.005
42.631,-0.180,0.010
42.633,-0.185,-0.010
42.636,-0.190,-0.015
42.639,-0.200,-0.035
42.642,-0.215,-0.020
42.644,-0.220,-0.005
42.647,-0.210,0.005
42.650,-0.205,0.000
42.653,-0.230,-0.005
42.656,-0.230,-0.020
42.658,-0.250,-0.020
42.661,-0.245,-0.020
42.664,-0.225,-0.005
42.667,-0.220,-0.010
42.669,-0.225,-0.030
42.672,-0.245,-0.030
42.675,-0.255,-0.025
42.678,-0.235,-0.015
42.681,-0.220,-0.010
42.683,-0.235,-0.005
42.686,-0.235,-0.030
42.689,-0.245,-0.035
42.692,-0.260,-0.035
42.694,-0.240,-0.015
42.697,-0.230,-0.025
42.700,-0.220,-0.015
42.703,-0.230,-0.040
42.706,-0.255,-0.055
42.708,-0.255,-0.035
42.711,-0.240,-0.035
42.714,-0.230,-0.020
42.717,-0.250,-0.025
42.719,-0.245,-0.040
42.722,-0.255,-0.055
42.725,-0.270,-0.055
42.728,-0.250,-0.040
42.731,-0.240,-0.030
42.733,-0.235,-0.040
42.736,-0.240,-0.065
42.739,-0.270,-0.065
42.742,-0.275,-0.050
42.744,-0.265,-0.035
42.747,-0.240,-0.025
42.750,-0.250,-0.025
42.753,-0.240,-0.050
42.756,-0.270,-0.070
42.758,-0.280,-0.060
42.761,-0.265,-0.060
42.764,-0.255,-0.035
42.767,-0.245,-0.050
42.769,-0.250,-0.050
42.772,-0.265,-0.065
42.775,-0.280,-0.065
42.778,-0.270,-0.050
42.781,-0.245,-0.050
42.783,-0.240,-0.050
42.786,-0.270,-0.060
42.789,-0.270,-0.060
42.792,-0.255,-0.060
42.794,-0.275,-0.050
42.797,-0.255,-0.035
42.800,-0.250,-0.040
42.803,-0.260,-0.060
42.806,-0.270,-0.065
42.808,-0.285,-0.065
42.811,-0.270,-0.050
42.814,-0.255,-0.025
42.817,-0.265,-0.040
42.819,-0.285,-0.065
42.822,-0.305,-0.070
42.825,-0.285,-0.065
42.828,-0.275,-0.050
42.831,-0.270,-0.035
42.833,-0.270,-0.040
42.836,-0.270,-0.050
42.839,-0.275,-0.075
42.842,-0.280,-0.070
42.844,-0.265,-0.060
42.847,-0.260,-0.035
42.850,-0.255,-0.045
42.853,-0.265,-0.065
42.856,-0.285,-0.065
42.858,-0.270,-0.065
42.861,-0.275,-0.050
42.864,-0.260,-0.040
42.867,-0.260,-0.035
42.869,-0.265,-0.060
42.872,-0.270,-0.065
42.875,-0.275,-0.060
42.878,-0.270,-0.040
42.881,-0.255,-0.035
42.883,-0.255,-0.045
42.886,-0.255,-0.050
42.889,-0.260,-0.060
42.892,-0.270,-0.065
42.894,-0.265,-0.050
42.897,-0.245,-0.040
42.900,-0.250,-0.045
42.903,-0.255,-0.055
42.906,-0.275,-0.070
42.908,-0.260,-0.050
42.911,-0.270,-0.040
42.914,-0.240,-0.035
42.917,-0.255,-0.030
42.919,-0.250,-0.045
42.922,-0.260,-0.060
42.925,-0.255,-0.055
42.928,-0.225,-0.040
42.931,-0.220,-0.015
42.933,-0.200,-0.005
42.936,-0.210,-0.015
42.939,-0.215,-0.030
42.942,-0.205,-0.010
42.944,-0.205,0.000
42.947,-0.190,0.010
42.950,-0.175,0.015
42.953,-0.185,0.010
42.956,-0.210,0.000
42.958,-0.205,0.005
42.961,-0.215,0.015
42.964,-0.190,0.020
42.967,-0.185,0.000
42.969,-0.205,-0.025
42.972,-0.235,-0.035
42.975,-0.235,-0.030
42.978,-0.240,-0.020
42.981,-0.220,0.005
42.983,-0.225,0.005
42.986,-0.225,-0.015
42.989,-0.235,-0.025
42.992,-0.240,-0.010
42.994,-0.220,0.015
42.997,-0.205,0.015
43.000,-0.195,0.010
43.003,-0.205,-0.005
43.006,-0.215,-0.025
43.008,-0.220,-0.030
43.011,-0.230,-0.035
43.014,-0.230,-0.035
43.017,-0.240,-0.035
43.019,-0.255,-0.050
43.022,-0.280,-0.055
43.025,-0.285,-0.055
43.028,-0.270,-0.050
43.031,-0.250,-0.020
43.033,-0.250,-0.035
43.036,-0.270,-0.045
43.039,-0.280,-0.050
43.042,-0.290,-0.055
43.044,-0.265,-0.045
43.047,-0.250,-0.025
43.050,-0.255,-0.050
43.053,-0.260,-0.045
43.056,-0.280,-0.050
43.058,-0.270,-0.045
43.061,-0.265,-0.040
43.064,-0.250,-0.030
43.067,-0.260,-0.035
43.069,-0.255,-0.045
43.072,-0.265,-0.060
43.075,-0.285,-0.035
43.078,-0.260,-0.035
43.081,-0.250,-0.020
43.083,-0.250,-0.030
43.086,-0.255,-0.065
43.089,-0.275,-0.060
43.092,-0.285,-0.040
43.094,-0.260,-0.040
43.097,-0.250,-0.025
43.100,-0.235,-0.035
43.103,-0.245,-0.045
43.106,-0.255,-0.040
43.108,-0.260,-0.030
43.111,-0.240,-0.010
43.114,-0.225,0.015
43.117,-0.215,0.040
43.119,-0.215,0.050
43.122,-0.220,0.080
43.125,-0.215,0.140
43.128,-0.185,0.205
43.131,-0.135,0.270
43.133,-0.115,0.285
43.136,-0.125,0.360
43.139,-0.195,0.460
43.142,-0.270,0.615
43.144,-0.315,0.780
43.147,-0.330,0.935
43.150,-0.375,1.085
43.153,-0.435,1.230
43.156,-0.525,1.355
43.158,-0.570,1.515
43.161,-0.565,1.720
43.164,-0.490,1.920
43.167,-0.385,2.040
43.169,-0.275,2.035
43.172,-0.180,1.875
43.175,-0.070,1.555
43.178,0.000,1.120
43.181,-0.035,0.670
43.183,-0.200,0.320
43.186,-0.430,0.080
43.189,-0.610,-0.050
43.192,-0.685,-0.080
43.194,-0.655,-0.080
43.197,-0.595,-0.070
43.200,-0.540,-0.050
43.203,-0.460,-0.070
43.206,-0.375,-0.085
43.208,-0.305,-0.090
43.211,-0.265,-0.080
43.214,-0.245,-0.070
43.217,-0.235,-0.100
43.219,-0.220,-0.130
43.222,-0.225,-0.150
43.225,-0.245,-0.140
43.228,-0.225,-0.145
43.231,-0.215,-0.145
43.233,-0.205,-0.165
43.236,-0.210,-0.180
43.239,-0.215,-0.185
43.242,-0.230,-0.180
43.244,-0.195,-0.170
43.247,-0.175,-0.160
43.250,-0.170,-0.175
43.253,-0.175,-0.180
43.256,-0.195,-0.185
43.258,-0.185,-0.180
43.261,-0.175,-0.185
43.264,-0.145,-0.180
43.267,-0.155,-0.170
43.269,-0.160,-0.190
43.272,-0.170,-0.205
43.275,-0.160,-0.195
43.278,-0.155,-0.185
43.281,-0.135,-0.165
43.283,-0.145,-0.185
43.286,-0.150,-0.200
43.289,-0.160,-0.205
43.292,-0.165,-0.210
43.294,-0.155,-0.185
43.297,-0.135,-0.185
43.300,-0.135,-0.190
43.303,-0.145,-0.210
43.306,-0.160,-0.225
43.308,-0.175,-0.205
43.311,-0.155,-0.195
43.314,-0.145,-0.205
43.317,-0.145,-0.200
43.319,-0.145,-0.215
43.322,-0.155,-0.225
43.325,-0.165,-0.215
43.328,-0.140,-0.200
43.331,-0.130,-0.195
43.333,-0.120,-0.200
43.336,-0.140,-0.210
43.339,-0.155,-0.220
43.342,-0.140,-0.205
43.344,-0.145,-0.195
43.347,-0.125,-0.195
43.350,-0.130,-0.195
43.353,-0.125,-0.215
43.356,-0.135,-0.225
43.358,-0.160,-0.215
43.361,-0.135,-0.210
43.364,-0.110,-0.190
43.367,-0.105,-0.200
43.369,-0.115,-0.210
43.372,-0.130,-0.215
43.375,-0.135,-0.210
43.378,-0.130,-0.200
43.381,-0.110,-0.195
43.383,-0.110,-0.190
43.386,-0.110,-0.205
43.389,-0.130,-0.225
43.392,-0.120,-0.195
43.394,-0.105,-0.185
43.397,-0.090,-0.180
43.400,-0.085,-0.185
43.403,-0.090,-0.190
43.406,-0.100,-0.200
43.408,-0.100,-0.200
43.411,-0.075,-0.180
43.414,-0.065,-0.160
43.417,-0.055,-0.170
43.419,-0.055,-0.170
43.422,-0.065,-0.180
43.425,-0.080,-0.165
43.428,-0.055,-0.150
43.431,-0.035,-0.135
43.433,-0.030,-0.140
43.436,-0.025,-0.140
43.439,-0.050,-0.145
43.442,-0.055,-0.135
43.444,-0.035,-0.115
43.447,-0.015,-0.090
43.450,-0.005,-0.085
43.453,-0.020,-0.090
43.456,-0.010,-0.090
43.458,-0.015,-0.080
43.461,0.005,-0.060
43.464,0.020,-0.040
43.467,0.030,-0.035
43.469,0.010,-0.030
43.472,0.005,-0.030
43.475,0.000,-0.005
43.478,0.015,0.025
43.481,0.040,0.040
43.483,0.025,0.045
43.486,0.020,0.055
43.489,0.020,0.055
43.492,0.030,0.075
43.494,0.045,0.110
43.497,0.070,0.125
43.500,0.075,0.125
43.503,0.045,0.125
43.506,0.020,0.130
43.508,0.015,0.135
43.511,0.015,0.135
43.514,0.035,0.160
43.517,0.025,0.150
43.519,0.025,0.130
43.522,-0.010,0.120
43.525,-0.020,0.120
43.528,-0.015,0.125
43.531,-0.010,0.120
43.533,-0.030,0.100
43.536,-0.050,0.075
43.539,-0.085,0.065
43.542,-0.105,0.060
43.544,-0.080,0.075
43.547,-0.085,0.065
43.550,-0.085,0.050
43.553,-0.110,0.025
43.556,-0.130,0.015
43.558,-0.145,0.025
43.561,-0.135,0.015
43.564,-0.135,0.020
43.567,-0.130,0.000
43.569,-0.140,-0.010
43.572,-0.170,-0.025
43.575,-0.175,-0.030
43.578,-0.165,-0.005
43.581,-0.140,0.000
43.583,-0.165,-0.010
43.586,-0.175,-0.030
43.589,-0.180,-0.030
43.592,-0.185,-0.045
43.594,-0.170,-0.020
43.597,-0.160,-0.020
43.600,-0.160,-0.020
43.603,-0.170,-0.035
43.606,-0.180,-0.040
43.608,-0.185,-0.035
43.611,-0.180,-0.025
43.614,-0.160,-0.015
43.617,-0.165,-0.040
43.619,-0.175,-0.045
43.622,-0.190,-0.050
43.625,-0.190,-0.045
43.628,-0.190,-0.035
43.631,-0.185,-0.030
43.633,-0.170,-0.050
43.636,-0.180,-0.055
43.639,-0.200,-0.070
43.642,-0.200,-0.060
43.644,-0.190,-0.045
43.647,-0.180,-0.045
43.650,-0.180,-0.050
43.653,-0.205,-0.065
43.656,-0.210,-0.070
43.658,-0.210,-0.075
43.661,-0.195,-0.055
43.664,-0.185,-0.060
43.667,-0.180,-0.060
43.669,-0.200,-0.075
43.672,-0.215,-0.075
43.675,-0.210,-0.075
43.678,-0.205,-0.055
43.681,-0.190,-0.050
43.683,-0.185,-0.060
43.686,-0.190,-0.070
43.689,-0.210,-0.080
43.692,-0.210,-0.070
43.694,-0.190,-0.050
43.697,-0.195,-0.045
43.700,-0.190,-0.055
43.703,-0.195,-0.065
43.706,-0.200,-0.080
43.708,-0.205,-0.080
43.711,-0.205,-0.050
43.714,-0.190,-0.055
43.717,-0.180,-0.050
43.719,-0.195,-0.075
43.722,-0.215,-0.085
43.725,-0.215,-0.060
43.728,-0.195,-0.040
43.731,-0.180,-0.040
43.733,-0.190,-0.045
43.736,-0.180,-0.045
43.739,-0.205,-0.060
43.742,-0.200,-0.055
43.744,-0.185,-0.055
43.747,-0.185,-0.045
43.750,-0.190,-0.055
43.753,-0.200,-0.055
43.756,-0.220,-0.065
43.758,-0.225,-0.060
43.761,-0.210,-0.040
43.764,-0.200,-0.030
43.767,-0.195,-0.045
43.769,-0.205,-0.065
43.772,-0.220,-0.070
43.775,-0.240,-0.070
43.778,-0.225,-0.055
43.781,-0.200,-0.045
43.783,-0.200,-0.055
43.786,-0.215,-0.065
43.789,-0.245,-0.080
43.792,-0.240,-0.070
43.794,-0.220,-0.070
43.797,-0.210,-0.050
43.800,-0.210,-0.065
43.803,-0.230,-0.075
43.806,-0.250,-0.085
43.808,-0.245,-0.075
43.811,-0.235,-0.080
43.814,-0.230,-0.075
43.817,-0.230,-0.075
43.819,-0.230,-0.090
43.822,-0.245,-0.105
43.825,-0.250,-0.105
43.828,-0.245,-0.085
43.831,-0.245,-0.075
43.833,-0.235,-0.085
43.836,-0.240,-0.090
43.839,-0.250,-0.090
43.842,-0.245,-0.105
43.844,-0.240,-0.095
43.847,-0.235,-0.085
43.850,-0.240,-0.100
43.853,-0.250,-0.105
43.856,-0.260,-0.105
43.858,-0.275,-0.095
43.861,-0.275,-0.080
43.864,-0.260,-0.075
43.867,-0.250,-0.095
43.869,-0.260,-0.115
43.872,-0.285,-0.115
43.875,-0.290,-0.110
43.878,-0.265,-0.090
43.881,-0.250,-0.080
43.883,-0.250,-0.085
43.886,-0.255,-0.105
43.889,-0.275,-0.120
43.892,-0.280,-0.110
43.894,-0.255,-0.110
43.897,-0.245,-0.090
43.900,-0.250,-0.105
43.903,-0.255,-0.110
43.906,-0.260,-0.110
43.908,-0.270,-0.095
43.911,-0.255,-0.095
43.914,-0.245,-0.080
43.917,-0.245,-0.110
43.919,-0.250,-0.105
43.922,-0.270,-0.110
43.925,-0.280,-0.110
43.928,-0.255,-0.100
43.931,-0.255,-0.085
43.933,-0.245,-0.095
43.936,-0.255,-0.120
43.939,-0.275,-0.120
43.942,-0.280,-0.130
43.944,-0.280,-0.100
43.947,-0.265,-0.095
43.950,-0.270,-0.085
43.953,-0.270,-0.095
43.956,-0.280,-0.115
43.958,-0.290,-0.105
43.961,-0.265,-0.095
43.964,-0.245,-0.095
43.967,-0.245,-0.105
43.969,-0.250,-0.110
43.972,-0.275,-0.120
43.975,-0.290,-0.110
43.978,-0.270,-0.105
43.981,-0.265,-0.085
43.983,-0.250,-0.105
43.986,-0.255,-0.115
43.989,-0.280,-0.130
43.992,-0.275,-0.120
43.994,-0.270,-0.100
43.997,-0.255,-0.095
44.000,-0.250,-0.095
44.003,-0.255,-0.100
44.006,-0.275,-0.110
44.008,-0.270,-0.120
44.011,-0.270,-0.100
44.014,-0.250,-0.095
44.017,-0.260,-0.105
44.019,-0.275,-0.120
44.022,-0.275,-0.115
44.025,-0.270,-0.105
44.028,-0.260,-0.090
44.031,-0.255,-0.095
44.033,-0.265,-0.095
44.036,-0.270,-0.110
44.039,-0.270,-0.110
44.042,-0.285,-0.110
44.044,-0.260,-0.100
44.047,-0.245,-0.085
44.050,-0.240,-0.095
44.053,-0.255,-0.115
44.056,-0.265,-0.110
44.058,-0.265,-0.105
44.061,-0.255,-0.090
44.064,-0.235,-0.085
44.067,-0.230,-0.085
44.069,-0.225,-0.085
44.072,-0.230,-0.095
44.075,-0.230,-0.090
44.078,-0.215,-0.060
44.081,-0.210,-0.040
44.083,-0.220,-0.050
44.086,-0.215,-0.065
44.089,-0.225,-0.080
44.092,-0.230,-0.070
44.094,-0.215,-0.045
44.097,-0.190,-0.035
44.100,-0.190,-0.025
44.103,-0.190,-0.050
44.106,-0.210,-0.050
44.108,-0.210,-0.030
44.111,-0.200,-0.030
44.114,-0.195,-0.025
44.117,-0.215,-0.040
44.119,-0.220,-0.060
44.122,-0.245,-0.075
44.125,-0.265,-0.065
44.128,-0.255,-0.045
44.131,-0.245,-0.045
44.133,-0.240,-0.055
44.136,-0.235,-0.070
44.139,-0.255,-0.080
44.142,-0.260,-0.065
44.144,-0.240,-0.050
44.147,-0.240,-0.025
44.150,-0.235,-0.035
44.153,-0.240,-0.045
44.156,-0.250,-0.055
44.158,-0.255,-0.050
44.161,-0.230,-0.060
44.164,-0.220,-0.045
44.167,-0.220,-0.085
44.169,-0.230,-0.100
44.172,-0.275,-0.110
44.175,-0.285,-0.095
44.178,-0.300,-0.090
44.181,-0.290,-0.090
44.183,-0.290,-0.090
44.186,-0.290,-0.095
44.189,-0.305,-0.120
44.192,-0.300,-0.115
44.194,-0.300,-0.090
44.197,-0.280,-0.095
44.200,-0.285,-0.090
44.203,-0.285,-0.115
44.206,-0.300,-0.105
44.208,-0.300,-0.120
44.211,-0.285,-0.100
44.214,-0.280,-0.090
44.217,-0.285,-0.105
44.219,-0.295,-0.115
44.222,-0.315,-0.125
44.225,-0.295,-0.130
44.228,-0.310,-0.110
44.231,-0.280,-0.090
44.233,-0.280,-0.090
44.236,-0.290,-0.115
44.239,-0.310,-0.125
44.242,-0.325,-0.110
44.244,-0.295,-0.105
44.247,-0.280,-0.090
44.250,-0.275,-0.085
44.253,-0.290,-0.105
44.256,-0.305,-0.115
44.258,-0.295,-0.095
44.261,-0.300,-0.100
44.264,-0.285,-0.085
44.267,-0.290,-0.085
44.269,-0.285,-0.095
44.272,-0.295,-0.090
44.275,-0.300,-0.065
44.278,-0.270,-0.040
44.281,-0.255,0.000
44.283,-0.240,0.015
44.286,-0.255,0.040
44.289,-0.240,0.090
44.292,-0.215,0.165
44.294,-0.170,0.210
44.297,-0.145,0.280
44.300,-0.170,0.360
44.303,-0.260,0.480
44.306,-0.340,0.620
44.308,-0.370,0.790
44.311,-0.410,0.945
44.314,-0.455,1.095
44.317,-0.540,1.220
44.319,-0.620,1.355
44.322,-0.635,1.540
44.325,-0.595,1.740
44.328,-0.485,1.875
44.331,-0.340,1.885
44.333,-0.220,1.715
44.336,-0.105,1.380
44.339,-0.060,0.910
44.342,-0.105,0.485
44.344,-0.255,0.195
44.347,-0.460,0.040
44.350,-0.595,-0.065
44.353,-0.655,-0.145
44.356,-0.655,-0.165
44.358,-0.630,-0.150
44.361,-0.555,-0.125
44.364,-0.445,-0.110
44.367,-0.345,-0.120
44.369,-0.290,-0.140
44.372,-0.295,-0.150
44.375,-0.290,-0.155
44.378,-0.280,-0.180
44.381,-0.265,-0.180
44.383,-0.255,-0.195
44.386,-0.255,-0.215
44.389,-0.265,-0.220
44.392,-0.275,-0.215
44.394,-0.250,-0.200
44.397,-0.225,-0.200
44.400,-0.220,-0.205
44.403,-0.210,-0.225
44.406,-0.225,-0.240
44.408,-0.225,-0.225
44.411,-0.210,-0.225
44.414,-0.195,-0.215
44.417,-0.200,-0.210
44.419,-0.200,-0.225
44.422,-0.195,-0.245
44.425,-0.210,-0.240
44.428,-0.195,-0.225
44.431,-0.190,-0.215
44.433,-0.190,-0.205
44.436,-0.185,-0.235
44.439,-0.210,-0.245
44.442,-0.190,-0.240
44.444,-0.185,-0.230
44.447,-0.170,-0.225
44.450,-0.175,-0.230
44.453,-0.185,-0.250
44.456,-0.205,-0.260
44.458,-0.215,-0.250
44.461,-0.200,-0.245
44.464,-0.180,-0.230
44.467,-0.175,-0.255
44.469,-0.190,-0.250
44.472,-0.210,-0.260
44.475,-0.185,-0.265
44.478,-0.175,-0.255
44.481,-0.180,-0.235
44.483,-0.180,-0.245
44.486,-0.170,-0.260
44.489,-0.180,-0.255
44.492,-0.185,-0.250
44.494,-0.190,-0.245
44.497,-0.160,-0.235
44.500,-0.150,-0.240
44.503,-0.155,-0.250
44.506,-0.170,-0.255
44.508,-0.155,-0.255
44.511,-0.150,-0.235
44.514,-0.140,-0.235
44.517,-0.140,-0.225
44.519,-0.145,-0.230
44.522,-0.150,-0.240
44.525,-0.150,-0.235
44.528,-0.135,-0.240
44.531,-0.135,-0.230
44.533,-0.130,-0.225
44.536,-0.145,-0.235
44.539,-0.145,-0.235
44.542,-0.135,-0.235
44.544,-0.110,-0.220
44.547,-0.100,-0.210
44.550,-0.090,-0.220
44.553,-0.105,-0.220
44.556,-0.110,-0.220
44.558,-0.110,-0.220
44.561,-0.085,-0.200
44.564,-0.080,-0.195
44.567,-0.070,-0.200
44.569,-0.085,-0.200
44.572,-0.090,-0.210
44.575,-0.085,-0.185
44.578,-0.070,-0.170
44.581,-0.055,-0.160
44.583,-0.055,-0.150
44.586,-0.055,-0.160
44.589,-0.080,-0.160
44.592,-0.075,-0.140
44.594,-0.060,-0.115
44.597,-0.050,-0.095
44.600,-0.050,-0.085
44.603,-0.060,-0.090
44.606,-0.045,-0.080
44.608,-0.050,-0.070
44.611,-0.035,-0.035
44.614,-0.020,-0.010
44.617,-0.010,0.005
44.619,-0.005,0.010
44.622,-0.035,0.010
44.625,-0.040,0.035
44.628,-0.020,0.065
44.631,-0.005,0.070
44.633,-0.010,0.070
44.636,-0.015,0.065
44.639,-0.030,0.060
44.642,-0.030,0.080
44.644,-0.030,0.110
44.647,-0.040,0.110
44.650,-0.035,0.105
44.653,-0.050,0.080
44.656,-0.075,0.055
44.658,-0.110,0.055
44.661,-0.090,0.060
44.664,-0.085,0.060
44.667,-0.105,0.040
44.669,-0.120,0.015
44.672,-0.145,0.000
44.675,-0.150,-0.005
44.678,-0.145,0.000
44.681,-0.140,-0.010
44.683,-0.160,-0.015
44.686,-0.165,-0.035
44.689,-0.180,-0.040
44.692,-0.190,-0.050
44.694,-0.180,-0.045
44.697,-0.170,-0.050
44.700,-0.180,-0.055
44.703,-0.190,-0.070
44.706,-0.220,-0.065
44.708,-0.240,-0.075
44.711,-0.210,-0.055
44.714,-0.210,-0.050
44.717,-0.190,-0.065
44.719,-0.210,-0.080
44.722,-0.240,-0.090
44.725,-0.225,-0.085
44.728,-0.215,-0.080
44.731,-0.205,-0.065
44.733,-0.210,-0.070
44.736,-0.215,-0.090
44.739,-0.235,-0.090
44.742,-0.225,-0.075
44.744,-0.225,-0.070
44.747,-0.220,-0.075
44.750,-0.220,-0.080
44.753,-0.230,-0.100
44.756,-0.255,-0.100
44.758,-0.230,-0.095
44.761,-0.220,-0.080
44.764,-0.205,-0.085
44.767,-0.205,-0.075
44.769,-0.220,-0.100
44.772,-0.235,-0.125
44.775,-0.235,-0.115
44.778,-0.230,-0.110
44.781,-0.205,-0.095
44.783,-0.225,-0.100
44.786,-0.225,-0.110
44.789,-0.230,-0.115
44.792,-0.225,-0.110
44.794,-0.215,-0.105
44.797,-0.210,-0.105
44.800,-0.200,-0.115
44.803,-0.215,-0.130
44.806,-0.245,-0.130
44.808,-0.235,-0.130
44.811,-0.230,-0.105
44.814,-0.205,-0.105
44.817,-0.210,-0.105
44.819,-0.220,-0.130
44.822,-0.235,-0.125
44.825,-0.230,-0.125
44.828,-0.220,-0.110
44.831,-0.220,-0.100
44.833,-0.215,-0.115
44.836,-0.225,-0.130
44.839,-0.245,-0.130
44.842,-0.240,-0.120
44.844,-0.220,-0.105
44.847,-0.215,-0.110
44.850,-0.225,-0.115
44.853,-0.220,-0.130
44.856,-0.245,-0.130
44.858,-0.235,-0.115
44.861,-0.225,-0.110
44.864,-0.215,-0.105
44.867,-0.220,-0.120
44.869,-0.230,-0.130
44.872,-0.255,-0.130
44.875,-0.250,-0.115
44.878,-0.230,-0.105
44.881,-0.225,-0.100
44.883,-0.225,-0.115
44.886,-0.230,-0.130
44.889,-0.245,-0.150
44.892,-0.240,-0.135
44.894,-0.235,-0.115
44.897,-0.220,-0.115
44.900,-0.230,-0.120
44.903,-0.250,-0.140
44.906,-0.255,-0.145
44.908,-0.260,-0.135
44.911,-0.245,-0.120
44.914,-0.230,-0.115
44.917,-0.245,-0.130
44.919,-0.240,-0.145
44.922,-0.275,-0.145
44.925,-0.260,-0.125
44.928,-0.265,-0.120
44.931,-0.240,-0.120
44.933,-0.255,-0.120
44.936,-0.275,-0.135
44.939,-0.285,-0.155
44.942,-0.290,-0.140
44.944,-0.265,-0.125
44.947,-0.250,-0.115
44.950,-0.255,-0.125
44.953,-0.280,-0.135
44.956,-0.285,-0.150
44.958,-0.290,-0.155
44.961,-0.270,-0.135
44.964,-0.260,-0.125
44.967,-0.255,-0.125
44.969,-0.275,-0.155
44.972,-0.280,-0.155
44.975,-0.285,-0.145
44.978,-0.285,-0.140
44.981,-0.260,-0.115
44.983,-0.255,-0.135
44.986,-0.260,-0.140
44.989,-0.285,-0.145
44.992,-0.285,-0.155
44.994,-0.270,-0.130
44.997,-0.260,-0.125
45.000,-0.255,-0.130
45.003,-0.265,-0.145
45.006,-0.275,-0.150
45.008,-0.295,-0.155
45.011,-0.285,-0.135
45.014,-0.265,-0.135
45.017,-0.260,-0.140
45.019,-0.270,-0.155
45.022,-0.300,-0.155
45.025,-0.300,-0.150
45.028,-0.270,-0.135
45.031,-0.260,-0.130
45.033,-0.255,-0.135
45.036,-0.265,-0.150
45.039,-0.285,-0.155
45.042,-0.280,-0.135
45.044,-0.265,-0.120
45.047,-0.265,-0.120
45.050,-0.260,-0.125
45.053,-0.275,-0.135
45.056,-0.285,-0.145
45.058,-0.270,-0.135
45.061,-0.265,-0.130
45.064,-0.260,-0.120
45.067,-0.265,-0.125
45.069,-0.270,-0.140
45.072,-0.295,-0.150
45.075,-0.305,-0.140
45.078,-0.285,-0.120
45.081,-0.275,-0.125
45.083,-0.290,-0.135
45.086,-0.295,-0.155
45.089,-0.295,-0.145
45.092,-0.300,-0.140
45.094,-0.280,-0.125
45.097,-0.265,-0.120
45.100,-0.260,-0.135
45.103,-0.280,-0.145
45.106,-0.285,-0.150
45.108,-0.295,-0.140
45.111,-0.280,-0.130
45.114,-0.265,-0.125
45.117,-0.275,-0.120
45.119,-0.270,-0.135
45.122,-0.295,-0.145
45.125,-0.285,-0.145
45.128,-0.285,-0.125
45.131,-0.270,-0.125
45.133,-0.265,-0.130
45.136,-0.270,-0.140
45.139,-0.285,-0.140
45.142,-0.285,-0.135
45.144,-0.275,-0.130
45.147,-0.255,-0.125
45.150,-0.250,-0.120
45.153,-0.275,-0.145
45.156,-0.295,-0.140
45.158,-0.295,-0.135
45.161,-0.290,-0.115
45.164,-0.250,-0.100
45.167,-0.255,-0.105
45.169,-0.260,-0.125
45.172,-0.280,-0.130
45.175,-0.280,-0.120
45.178,-0.270,-0.110
45.181,-0.250,-0.105
45.183,-0.240,-0.110
45.186,-0.250,-0.130
45.189,-0.255,-0.125
45.192,-0.245,-0.110
45.194,-0.220,-0.095
45.197,-0.200,-0.080
45.200,-0.210,-0.095
45.203,-0.205,-0.110
45.206,-0.235,-0.095
